"Contact.ID","Contact.Source.ID","Full.Name..Company.or.Person.","Employee.ID","Primary.Email","Job.Title","Office","Practice.Area","Practice.Group","Status","Alumni","Kirkland.Title"
857,2,"Robbins, Milan",15821,"milan.robbins@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
859,2,"Lyman, Hailey",15826,"hailey.lyman@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
860,2,"Supierz, Fletcher",15827,"fletcher.supierz@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
861,2,"Hoggard, Erin",15830,"erin.hoggard@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
862,2,"Dilworth, Hobert",15835,"hobert.dilworth@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
863,2,"Sullivan, Armando",15838,"armando.sullivan@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
864,2,"Cowan, Isaura",15839,"isaura.cowan@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
865,2,"Fergusson, Wyatt",15840,"wyatt.fergusson@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
866,2,"Bedford, Dana",15845,"dana.bedford@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Temporary Legal Secretary - DO NOT USE"
867,2,"Goodliff, Danial",15848,"danial.goodliff@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
868,2,"Purvis, Hoyt",15864,"hoyt.purvis@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
869,2,"Batty, Florencio",15871,"florencio.batty@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
870,2,"Soothill, Hosea",15875,"hosea.soothill@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
871,2,"Purves, Conception",15878,"conception.purves@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
872,2,"Bohannon, Billie",15883,"billie.bohannon@lawfirmllp.com","","Chicago","Secretaries","Additional Attorney Support","Inactive","","Word Processing Manager"
873,2,"Baty, Chong",15887,"chong.baty@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
874,2,"Docwra, Peter",15915,"peter.docwra@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
875,2,"Cantacuzene, Bobby",15917,"bobby.cantacuzene@lawfirmllp.com","After-Hours Legal Secretary","Chicago","Secretaries","Additional Attorney Support","Active","","After-Hours Legal Secretary"
876,2,"Begg, Lonny",15924,"lonny.begg@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
877,2,"Redford, Lynn",15932,"lynn.redford@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
878,2,"Frankhauser, Kurtis",15945,"kurtis.frankhauser@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
879,2,"Purdon, Clemente",15946,"clemente.purdon@lawfirmllp.com","Practice Support Assistant II","Chicago","Secretaries","Secretarial","Active","","Practice Support Assistant II"
880,2,"Doolan, Rico",15963,"rico.doolan@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
881,2,"Mckenney, Murray",15964,"murray.mckenney@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
882,2,"Hollinshead, Ronni",15969,"ronni.hollinshead@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
883,2,"Singleton, Keenan",15970,"keenan.singleton@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
884,2,"Larkins, Wilmer",15971,"wilmer.larkins@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
885,2,"Buckner, Courtney",15973,"courtney.buckner@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
886,2,"Warburton, Jasper",15983,"jasper.warburton@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
887,2,"Ragsdale, Alverta",15985,"alverta.ragsdale@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
888,2,"Lily, Javier",15987,"javier.lily@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
889,2,"Softley, Emory",15988,"emory.softley@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
890,2,"Haliday, Alex",15995,"alex.haliday@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
891,2,"Crowton, Mario",15997,"mario.crowton@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
892,2,"De Yealand, Cristopher",15999,"cristopher.de yealand@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Temporary Legal Secretary - DO NOT USE"
893,2,"Eunis, Julieann",16000,"julieann.eunis@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
894,2,"Melrose, Jordan",16001,"jordan.melrose@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Temporary Legal Secretary - DO NOT USE"
895,2,"Mccarran, Ramona",16002,"ramona.mccarran@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
896,2,"Holliday, Christopher",16015,"christopher.holliday@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
897,2,"Fernandez, Elana",16018,"elana.fernandez@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
898,2,"Warden, Freeman",16060,"freeman.warden@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
899,2,"Mcclanahan, Rocco",16061,"rocco.mcclanahan@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
900,2,"Cockerall, Alfonso",16079,"alfonso.cockerall@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
901,2,"Hopper, Dwain",16092,"dwain.hopper@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
902,2,"Mcphureson, Merry",16094,"merry.mcphureson@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
903,2,"Redhead, Jaime",16112,"jaime.redhead@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
904,2,"Milligan, Lonny",16113,"lonny.milligan@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
905,2,"Byres, Sylvie",16117,"sylvie.byres@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
906,2,"Cocking, Noah",16138,"noah.cocking@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
907,2,"Bevin, Alane",16149,"alane.bevin@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
908,2,"Wardell, Sean",16151,"sean.wardell@lawfirmllp.com","Practice Support Assistant II","Chicago","Secretaries","Secretarial","Active","","Practice Support Assistant II"
909,2,"Runciman, Gale",16158,"gale.runciman@lawfirmllp.com","Associate Director FW Attorney Programs and Events","Chicago","Administrative Management","FW Administrative Services","Active","","Associate Director FW Attorney Programs and Events"
910,2,"Pert, Brant",16159,"brant.pert@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
911,2,"Coad, Dwight",16182,"dwight.coad@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
912,2,"Hatch Or Hatchet, Celine",16189,"celine.hatch or hatchet@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
913,2,"Syme, Troy",16190,"troy.syme@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
914,2,"Mcdaniel, Wilbur",16192,"wilbur.mcdaniel@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
915,2,"Daniel, Luis",16193,"luis.daniel@lawfirmllp.com","Senior Director Business Development","Chicago","Business Development","Administrative Mgt - BD","Active","","Senior Director Business Development"
916,2,"Dunwell, Jerrod",16199,"jerrod.dunwell@lawfirmllp.com","After-Hours Legal Secretary","Chicago","Secretaries","Additional Attorney Support","Active","","After-Hours Legal Secretary"
917,2,"Depledge, Arnoldo",16203,"arnoldo.depledge@lawfirmllp.com","Practice Support Assistant I","Chicago","Secretaries","Secretarial","Active","","Practice Support Assistant I"
918,2,"Wingate, Hershel",16209,"hershel.wingate@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
919,2,"Newman, Foster",16218,"foster.newman@lawfirmllp.com","Legal Secretary","Washington, D.C.","Secretaries","Secretarial","Active","","Legal Secretary"
920,2,"Lilly, Israel",16219,"israel.lilly@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
921,2,"Oates, Carson",16221,"carson.oates@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
922,2,"Luptonn, Isaiah",16225,"isaiah.luptonn@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
923,2,"Barlow, Ezequiel",16226,"ezequiel.barlow@lawfirmllp.com","","Chicago","Secretaries","Additional Attorney Support","Inactive","","Word Processing Supervisor"
924,2,"Monks, Johnny",16230,"johnny.monks@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
925,2,"De Aldeburgh, Alica",16231,"alica.de aldeburgh@lawfirmllp.com","Executive Assistant","Chicago","Secretaries","Secretarial","Active","","Executive Assistant"
926,2,"Mcrobert, Cletus",16235,"cletus.mcrobert@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
927,2,"Binks, Iesha",16241,"iesha.binks@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
928,2,"Cyther, Vaughn",16247,"vaughn.cyther@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
929,2,"Sherrard, Emery",16266,"emery.sherrard@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
930,2,"Braniff, Alfredo",16274,"alfredo.braniff@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
931,2,"Elvy, Jacinto",16276,"jacinto.elvy@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
932,2,"Rawson, Waldo",16280,"waldo.rawson@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
933,2,"Cottrill, Winnie",16286,"winnie.cottrill@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
934,2,"Timson, Misti",16301,"misti.timson@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
935,2,"De La Poer Beresford, Hunter",16306,"hunter.de la poer beresford@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
936,2,"Cottingham, Landon",16312,"landon.cottingham@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
937,2,"Boyd, Reginald",16322,"reginald.boyd@lawfirmllp.com","","Los Angeles","Secretaries","Secretarial","Inactive","","Legal Secretary"
938,2,"Dickens, Cornelius",16325,"cornelius.dickens@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
939,2,"Todd, Stewart",16336,"stewart.todd@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
940,2,"Sowerby Battye, Lindsay",16346,"lindsay.sowerby battye@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
941,2,"Joel, Steve",16348,"steve.joel@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
942,2,"Maude, Britteny",16354,"britteny.maude@lawfirmllp.com","","Chicago","Business Development","Business Development","Inactive","","Bus Dev/Client Serv Coordinator - DO NOT USE"
943,2,"Edmenson, Dwayne",16357,"dwayne.edmenson@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
944,2,"Wrench, Owen",16360,"owen.wrench@lawfirmllp.com","Legal Secretary","Washington, D.C.","Secretaries","Secretarial","Active","","Legal Secretary"
945,2,"Farran, Nestor",16361,"nestor.farran@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
946,2,"Brook, Gale",16373,"gale.brook@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
947,2,"Dixon, Mose",16379,"mose.dixon@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
948,2,"Hall, Elenore",16380,"elenore.hall@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
949,2,"Mcbeath, Philip",16381,"philip.mcbeath@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
950,2,"Fitzgerald, Rickey",16387,"rickey.fitzgerald@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
951,2,"Roxburgh, Edmund",16413,"edmund.roxburgh@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Temporary Legal Secretary - DO NOT USE"
952,2,"Mccomb, Florene",16426,"florene.mccomb@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
953,2,"Loughrin, Gale",16427,"gale.loughrin@lawfirmllp.com","","Denver","Secretaries","Additional Attorney Support","Inactive","","Word Processor"
954,2,"Dutton, Howard",16428,"howard.dutton@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
955,2,"Cavers, Loan",16431,"loan.cavers@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
956,2,"Bray, Monroe",16432,"monroe.bray@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
957,2,"Hoggins, Moshe",16435,"moshe.hoggins@lawfirmllp.com","","Chicago","Secretaries","Fax","Inactive","","Telecopy (FAX) Assistant"
958,2,"Early, Taren",16442,"taren.early@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
959,2,"Keenor, Denny",16444,"denny.keenor@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
960,2,"Thomlinson, Hedy",16451,"hedy.thomlinson@lawfirmllp.com","","Los Angeles","Secretaries","Secretarial","Inactive","","Legal Secretary"
961,2,"Smithson, Nelson",16459,"nelson.smithson@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
962,2,"Kilduff, Issac",16461,"issac.kilduff@lawfirmllp.com","","Chicago","Secretaries","Additional Attorney Support","Inactive","","Word Processing Coordinator"
963,2,"Messenger, Drusilla",16481,"drusilla.messenger@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
964,2,"Aitkin, Cody",16485,"cody.aitkin@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
965,2,"Keile, William",16494,"william.keile@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
966,2,"Seaton, Jannie",16500,"jannie.seaton@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
967,2,"Leaver, Chad",16502,"chad.leaver@lawfirmllp.com","Partner","Chicago","Litigation","Securities Litigations","Active","","Partner"
968,2,"Pegge, Kendall",16511,"kendall.pegge@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
969,2,"Hogarth, Natividad",16513,"natividad.hogarth@lawfirmllp.com","","Los Angeles","Secretaries","Secretarial","Inactive","","Legal Secretary"
970,2,"La Manche, Christiane",16516,"christiane.la manche@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
971,2,"Catherwood, Lance",16523,"lance.catherwood@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
972,2,"Younger, Gilbert",16524,"gilbert.younger@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
973,2,"Mahon, Tory",16528,"tory.mahon@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
974,2,"Glisson, Dave",16529,"dave.glisson@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
975,2,"Hopkin, Steven",16541,"steven.hopkin@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
976,2,"Preedy, Barney",16544,"barney.preedy@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
977,2,"Edgington, Charles",16545,"charles.edgington@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
978,2,"Pitcher, Ollie",16549,"ollie.pitcher@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
979,2,"Coggan?, Esteban",16562,"esteban.coggan?@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
980,2,"Harper, Norbert",16563,"norbert.harper@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Temporary Legal Secretary - DO NOT USE"
981,2,"Mcroberts, Dannie",16565,"dannie.mcroberts@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
982,2,"Booker, Noble",16566,"noble.booker@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
983,2,"Altham, Kraig",16567,"kraig.altham@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
984,2,"Willcox, Horacio",16572,"horacio.willcox@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
985,2,"Waind, Delicia",16575,"delicia.waind@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
986,2,"Howland, Rogelio",16576,"rogelio.howland@lawfirmllp.com","Legal Secretary","Washington, D.C.","Secretaries","Secretarial","Active","","Legal Secretary"
987,2,"Rupert, Major",16577,"major.rupert@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
988,2,"Baldwin, Derek",16580,"derek.baldwin@lawfirmllp.com","","Chicago","Secretaries","Additional Attorney Support","Inactive","","Word Processor"
989,2,"Hudman, Quinton",16582,"quinton.hudman@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
990,2,"Lightfoot, Toby",16583,"toby.lightfoot@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
991,2,"Snavely, Myles",16584,"myles.snavely@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
992,2,"Keeler, Eulalia",16585,"eulalia.keeler@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
993,2,"Crocker, Dallas",16587,"dallas.crocker@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
994,2,"Brewsher, Georgeanna",16591,"georgeanna.brewsher@lawfirmllp.com","","Denver","Secretaries","Additional Attorney Support","Inactive","","Word Processor"
995,2,"Cofel, Lucio",16595,"lucio.cofel@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
996,2,"Hugget, Phil",16596,"phil.hugget@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Practice Assistant"
997,2,"Wathen, Dewey",16597,"dewey.wathen@lawfirmllp.com","","Chicago","Business Development","Business Development","Inactive","","Business Dev/Client Services Asst."
998,2,"Bernard, Elliott",16598,"elliott.bernard@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
999,2,"Branham, Nicolas",16613,"nicolas.branham@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1000,2,"Hawkley, Boris",16616,"boris.hawkley@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1001,2,"Whitworth, Evonne",16617,"evonne.whitworth@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1002,2,"Smithies, Laveta",16618,"laveta.smithies@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1003,2,"Levick, Jefferson",16629,"jefferson.levick@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1004,2,"Galligo, Rodrigo",16631,"rodrigo.galligo@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1005,2,"Frew, Larraine",16632,"larraine.frew@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1006,2,"Cosby, Rudolph",16644,"rudolph.cosby@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1007,2,"Bessel, Nicholas",16646,"nicholas.bessel@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1008,2,"Macmillan, Norris",16647,"norris.macmillan@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1009,2,"Lisenby, Kent",16649,"kent.lisenby@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1010,2,"Burridge, Wilmer",16650,"wilmer.burridge@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1011,2,"Cavill, Ethan",16664,"ethan.cavill@lawfirmllp.com","Legal Secretary","Chicago","Secretaries","Secretarial","Active","","Legal Secretary"
1012,2,"Hazelhurst, Marion",16670,"marion.hazelhurst@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1013,2,"Ashton, Doretha",16685,"doretha.ashton@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1014,2,"Doughty, Jamey",16686,"jamey.doughty@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1015,2,"Guttridge, Granville",16687,"granville.guttridge@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1016,2,"Ullman, Donny",16688,"donny.ullman@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1017,2,"Tomlinson ^, Tory",16691,"tory.tomlinson ^@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1018,2,"Dart, Leonardo",16697,"leonardo.dart@lawfirmllp.com","Practice Assistant","New York","Secretaries","Secretarial","Active","","Practice Assistant"
1019,2,"Brogden, Ernest",16698,"ernest.brogden@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1020,2,"Austin, Antone",16702,"antone.austin@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1021,2,"Hickle, Nathanial",16705,"nathanial.hickle@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1022,2,"Baggs, Pete",16711,"pete.baggs@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1023,2,"Symonds, Dallas",16715,"dallas.symonds@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1024,2,"Bossence, Nicolas",16722,"nicolas.bossence@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1025,2,"Addison, Morris",16727,"morris.addison@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1026,2,"Ware, Wilbert",16740,"wilbert.ware@lawfirmllp.com","","Palo Alto","Secretaries","Secretarial","Inactive","","Legal Secretary"
1027,2,"Vickery, Emilio",16741,"emilio.vickery@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1028,2,"Picock, Manuel",16742,"manuel.picock@lawfirmllp.com","","Chicago","Secretaries","Secretarial","Inactive","","Legal Secretary"
1029,2,"Wearing, Arden",16747,"arden.wearing@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1030,2,"Ugill, Adan",16749,"adan.ugill@lawfirmllp.com","","New York","Business Development","Business Development","Inactive","","Administrative Assistant"
1031,2,"Buchannan, Jannette",16753,"jannette.buchannan@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1032,2,"Lockridge, Russel",16758,"russel.lockridge@lawfirmllp.com","","Chicago","Secretaries","Fax","Inactive","","Telecopy (FAX) Assistant"
1033,2,"Hodkinson, Valorie",16760,"valorie.hodkinson@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1034,2,"Tilney, Cassie",16764,"cassie.tilney@lawfirmllp.com","","Los Angeles","Secretaries","Secretarial","Inactive","","Legal Secretary"
1035,2,"Sneddon, Monty",16772,"monty.sneddon@lawfirmllp.com","Practice Assistant","New York","Secretaries","Secretarial","Active","","Practice Assistant"
1036,2,"Hermitton, Mistie",16775,"mistie.hermitton@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Temporary Legal Secretary - DO NOT USE"
1037,2,"Mckissick, Marc",16779,"marc.mckissick@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1038,2,"Sergeantson, Valentin",16782,"valentin.sergeantson@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1039,2,"Harcourt, Leigh",16783,"leigh.harcourt@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1040,2,"Elley, Julius",16798,"julius.elley@lawfirmllp.com","","Los Angeles","Secretaries","Secretarial","Inactive","","Legal Secretary"
1041,2,"Blades, Willie",16800,"willie.blades@lawfirmllp.com","","Los Angeles","Secretaries","Secretarial","Inactive","","Legal Secretary"
1042,2,"Fishwick, Cristine",16801,"cristine.fishwick@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1043,2,"Orgill, Zachery",16802,"zachery.orgill@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1044,2,"Mcmullen, Blair",16803,"blair.mcmullen@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1045,2,"Rupert, Nell",16817,"nell.rupert@lawfirmllp.com","","Washington, D.C.","Secretaries","Secretarial","Inactive","","Legal Secretary"
1046,2,"Crockett, Dominic",16823,"dominic.crockett@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
1047,2,"Barnett, Henry",16829,"henry.barnett@lawfirmllp.com","","New York","Secretaries","Secretarial","Inactive","","Legal Secretary"
1048,2,"Munsey, Garret",16831,"garret.munsey@lawfirmllp.com","","Denver","Secretaries","Secretarial","Inactive","","Legal Secretary"
